chr	start	end	B06_VOA1056_H3K27Ac_hg37	B07_OAW	
chr1	172667837	172668446	1.000000	0.000000
chr1	172714597	172715607	1.000000	0.000000
chr1	172715764	172716072	1.000000	0.000000
chr1	172828090	172828311	1.000000	0.000000
chr1	172874936	172875664	1.000000	0.000000
chr1	172875717	172877513	0.813474	1.000000
chr1	172876052	172880094	1.000000	0.361455
chr1	172886077	172887178	1.000000	0.000000
chr1	172887357	172888550	1.000000	0.000000
chr1	172901300	172904238	1.000000	0.000000
chr1	172940271	172943188	0.000000	1.000000
chr1	172943309	172948270	0.000000	1.000000
chr1	173018047	173018278	1.000000	0.000000
chr1	173081917	173082457	1.000000	0.000000
chr1	173091893	173093123	1.000000	0.940650
chr1	173091966	173093163	0.966583	1.000000
chr1	173159020	173159390	1.000000	0.000000
chr1	173159580	173159908	1.000000	0.000000
chr1	173174111	173174552	1.000000	0.000000
chr1	173174716	173174932	1.000000	0.000000
chr1	173175202	173175472	1.000000	0.000000
chr1	173398452	173400031	0.356555	1.000000
chr1	173398710	173399273	1.000000	1.000000
chr1	173442881	173443222	1.000000	0.000000
chr1	173445643	173448279	0.689302	1.000000
chr1	173445678	173446281	1.000000	1.000000
chr1	173446447	173447661	1.000000	1.000000
chr1	173474980	173478855	0.257806	1.000000
chr1	173475878	173476410	1.000000	1.000000
chr1	173476744	173477211	1.000000	1.000000
chr1	173572440	173572981	1.000000	0.000000
chr1	173683570	173685298	0.521991	1.000000
chr1	173684091	173684993	1.000000	1.000000
chr1	173791845	173795501	0.474562	1.000000
chr1	173792816	173794551	1.000000	1.000000
chr1	173821800	173822144	1.000000	0.000000
chr1	173829968	173831076	0.000000	1.000000
chr1	173831189	173839234	0.387570	1.000000
chr1	173834978	173835332	1.000000	1.000000
chr1	173835484	173838248	1.000000	1.000000
chr1	173976711	173977038	1.000000	0.000000
chr1	173977443	173978114	1.000000	0.000000
chr1	173989413	173992198	0.540036	1.000000
chr1	173990629	173992133	1.000000	1.000000
chr1	174127698	174130117	0.505167	1.000000
chr1	174128118	174129340	1.000000	1.000000
chr1	174192090	174192352	1.000000	0.000000
chr1	174758421	174758659	1.000000	0.000000
chr1	174763518	174767718	0.000000	1.000000
chr1	174768509	174768704	1.000000	0.000000
chr1	174769059	174769603	1.000000	0.000000
chr1	174942217	174944378	0.000000	1.000000
chr1	174945664	174946007	1.000000	0.000000
chr1	174958988	174960483	0.216054	1.000000
chr1	174959710	174960033	1.000000	1.000000
chr1	174967725	174969993	1.000000	0.973104
chr1	174967786	174971524	0.590423	1.000000
chr1	174991527	174993510	0.504791	1.000000
chr1	174992089	174993090	1.000000	1.000000
chr1	175161128	175162473	1.000000	0.994052
chr1	175161136	175162655	0.880184	1.000000
chr1	175166231	175166653	1.000000	0.000000
chr1	175438786	175440257	1.000000	0.000000
chr1	175440464	175440739	1.000000	0.000000
chr1	175448186	175448778	1.000000	0.000000
chr1	175448963	175449509	1.000000	0.000000
chr1	175449652	175450223	1.000000	0.000000
chr1	175467508	175468039	1.000000	0.000000
chr1	175469490	175470056	1.000000	0.000000
chr1	175477387	175478087	1.000000	0.000000
chr1	175478251	175478854	1.000000	0.000000
chr1	175482179	175485463	1.000000	0.000000
chr1	175489577	175491618	1.000000	0.000000
chr1	175509355	175509615	1.000000	0.000000
chr1	175517140	175517899	1.000000	0.000000
chr1	175518115	175518478	1.000000	0.000000
chr1	175522589	175524647	1.000000	0.000000
chr1	175542383	175543384	1.000000	0.000000
chr1	175565844	175568830	1.000000	0.000000
chr1	175642094	175642575	1.000000	0.000000
chr1	175642995	175643395	1.000000	0.000000
chr1	175776972	175777212	1.000000	0.000000
chr1	175777506	175777823	1.000000	0.000000
chr1	175791989	175792194	1.000000	0.000000
chr1	176174229	176177835	0.640322	1.000000
chr1	176175155	176177464	1.000000	1.000000
chr1	176484029	176484468	1.000000	0.000000
chr1	176486328	176486573	1.000000	0.000000
chr1	176486819	176487303	1.000000	0.000000
chr1	176625912	176626165	1.000000	0.000000
chr1	176759270	176759534	1.000000	0.000000
chr1	176814894	176821083	0.000000	1.000000
chr1	176847067	176850799	0.000000	1.000000
chr1	177047225	177047437	1.000000	0.000000
chr1	177353428	177353623	1.000000	0.000000
chr1	177816703	177818478	1.000000	0.000000
chr1	177944984	177945224	1.000000	0.000000
chr1	178006265	178008320	0.522628	1.000000
chr1	178006456	178007530	1.000000	1.000000
chr1	178061782	178064183	0.678467	1.000000
chr1	178062436	178064065	1.000000	1.000000
chr1	178094525	178097928	0.652366	1.000000
chr1	178095289	178097509	1.000000	1.000000
chr1	178102808	178103114	1.000000	0.000000
chr1	178161806	178162528	1.000000	0.000000
chr1	178206320	178207996	1.000000	0.000000
chr1	178208161	178209918	1.000000	0.000000
chr1	178210353	178211153	1.000000	0.000000
chr1	178235600	178237988	1.000000	0.000000
chr1	178242697	178242893	1.000000	0.000000
chr1	178243132	178244024	1.000000	0.000000
chr1	178244480	178245534	1.000000	0.000000
chr1	178247055	178247328	1.000000	0.000000
chr1	178247515	178247737	1.000000	0.000000
chr1	178251439	178252092	1.000000	0.000000
chr1	178439390	178439870	1.000000	0.000000
chr1	178499607	178499892	1.000000	0.000000
chr1	178505844	178508228	1.000000	0.000000
chr1	178510691	178513169	0.597659	1.000000
chr1	178511073	178512554	1.000000	1.000000
chr1	178577896	178578378	1.000000	0.000000
chr1	178578640	178579032	1.000000	0.000000
chr1	178601684	178602334	1.000000	0.000000
chr1	178652493	178654853	1.000000	0.930932
chr1	178652656	178655452	0.785765	1.000000
chr1	178693538	178697048	0.491168	1.000000
chr1	178693682	178695406	1.000000	1.000000
chr1	178697158	178698017	0.000000	1.000000
chr1	178994362	178996634	0.772887	1.000000
chr1	178994437	178994785	1.000000	1.000000
chr1	178994935	178996343	1.000000	1.000000
chr1	179006647	179006877	1.000000	0.000000
chr1	179029311	179032870	0.000000	1.000000
chr1	179049918	179053312	0.446965	1.000000
chr1	179050602	179051915	1.000000	1.000000
chr1	179052057	179052261	1.000000	1.000000
chr1	179097843	179098287	1.000000	0.000000
chr1	179098452	179098801	1.000000	0.000000
chr1	179106886	179107183	1.000000	0.000000
chr1	179110841	179113718	1.000000	0.000000
chr1	179144227	179145446	1.000000	0.000000
chr1	179185813	179188330	0.000000	1.000000
chr1	179191133	179199852	0.138892	1.000000
chr1	179198018	179199229	1.000000	1.000000
chr1	179201204	179204701	0.000000	1.000000
chr1	179261506	179266034	0.234982	1.000000
chr1	179262871	179263532	1.000000	1.000000
chr1	179263670	179264073	1.000000	1.000000
chr1	179333933	179335770	0.630376	1.000000
chr1	179334446	179335604	1.000000	1.000000
chr1	179712333	179712541	1.000000	0.000000
chr1	179712677	179713147	1.000000	0.000000
chr1	179762816	179763275	1.000000	0.000000
chr1	179783612	179783831	1.000000	0.000000
chr1	179784029	179785452	1.000000	0.000000
chr1	179785696	179785997	1.000000	0.000000
chr1	179844867	179845342	1.000000	0.000000
chr1	179845636	179847418	0.521886	1.000000
chr1	179846027	179846957	1.000000	1.000000
chr1	179849682	179853062	0.652367	1.000000
chr1	179850575	179852780	1.000000	1.000000
chr1	179922386	179925252	0.633985	1.000000
chr1	179922888	179924705	1.000000	1.000000
chr1	180086475	180087024	1.000000	0.000000
chr1	180120397	180120715	1.000000	0.000000
chr1	180123089	180125099	0.987562	1.000000
chr1	180123114	180125125	1.000000	0.987071
chr1	180125351	180125748	1.000000	0.000000
chr1	180126161	180126754	1.000000	0.000000
chr1	180134533	180139358	0.523316	1.000000
chr1	180135874	180137756	1.000000	1.000000
chr1	180137962	180138462	1.000000	1.000000
chr1	180139215	180139581	1.000000	0.390710
chr1	180198171	180201038	0.540635	1.000000
chr1	180198598	180200148	1.000000	1.000000
chr1	180470426	180472841	0.771843	1.000000
chr1	180470875	180472739	1.000000	1.000000
chr1	180484635	180486374	0.105233	1.000000
chr1	180485243	180485426	1.000000	1.000000
chr1	180498321	180500782	0.551808	1.000000
chr1	180499093	180499654	1.000000	1.000000
chr1	180499853	180500650	1.000000	1.000000
chr1	180530976	180533144	0.000000	1.000000
chr1	180539329	180542240	0.000000	1.000000
chr1	180548870	180551112	0.000000	1.000000
chr1	180553990	180556885	0.319171	1.000000
chr1	180554346	180554666	1.000000	1.000000
chr1	180554828	180555432	1.000000	1.000000
chr1	180566959	180570177	0.000000	1.000000
chr1	180599017	180602404	0.196044	1.000000
chr1	180601162	180601826	1.000000	1.000000
chr1	180881286	180882600	1.000000	0.000000
chr1	180891469	180893518	0.000000	1.000000
chr1	180922911	180923627	1.000000	0.000000
chr1	180990119	180992966	0.547594	1.000000
chr1	180990817	180992066	1.000000	1.000000
chr1	180992272	180992582	1.000000	1.000000
chr1	181002114	181003702	0.286524	1.000000
chr1	181002360	181002815	1.000000	1.000000
chr1	181013474	181014918	1.000000	0.000000
chr1	181043151	181043439	1.000000	0.000000
chr1	181046958	181047287	1.000000	0.000000
chr1	181057034	181060800	0.581253	1.000000
chr1	181057809	181059998	1.000000	1.000000
chr1	181063933	181064211	1.000000	0.000000
chr1	181069051	181069536	1.000000	0.000000
chr1	181070890	181071327	1.000000	0.000000
chr1	181071849	181075563	0.260905	1.000000
chr1	181073514	181074483	1.000000	1.000000
chr1	181080286	181091945	0.148812	1.000000
chr1	181081040	181081657	1.000000	1.000000
chr1	181081902	181083020	1.000000	1.000000
chr1	181095089	181100243	0.000000	1.000000
chr1	181100481	181107131	0.419699	1.000000
chr1	181103100	181105891	1.000000	1.000000
chr1	181107271	181109782	0.000000	1.000000
chr1	181111451	181111694	1.000000	0.000000
chr1	181128118	181128569	1.000000	0.000000
chr1	181128843	181129092	1.000000	0.000000
chr1	181762245	181764851	0.000000	1.000000
chr1	181778208	181782085	0.000000	1.000000
chr1	181785102	181788525	0.000000	1.000000
chr1	181997880	181999751	0.296098	1.000000
chr1	181998917	181999471	1.000000	1.000000
chr1	182069162	182072412	0.000000	1.000000
chr1	182112694	182114506	1.000000	0.000000
chr1	182154351	182156648	0.278189	1.000000
chr1	182155744	182156383	1.000000	1.000000
chr1	182158990	182159397	1.000000	0.000000
chr1	182228039	182228492	1.000000	0.000000
chr1	182258637	182259398	1.000000	0.000000
chr1	182259628	182260765	1.000000	0.000000
chr1	182358655	182362142	0.613995	1.000000
chr1	182359568	182361709	1.000000	1.000000
chr1	182557658	182558502	1.000000	0.827014
chr1	182557804	182558526	0.966759	1.000000
chr1	182584378	182584672	1.000000	0.000000
chr1	182612967	182613457	1.000000	0.000000
chr1	182807402	182812136	0.360583	1.000000
chr1	182808361	182810068	1.000000	1.000000
chr1	182930747	182949784	0.021012	1.000000
chr1	182931928	182932328	1.000000	1.000000
chr1	182966452	182978974	0.000000	1.000000
chr1	182985767	183012660	0.106645	1.000000
chr1	182991075	182993943	1.000000	1.000000
chr1	183027157	183035526	0.000000	1.000000
chr1	183035806	183043829	0.000000	1.000000
chr1	183046998	183051240	0.000000	1.000000
chr1	183051887	183052642	0.000000	1.000000
chr1	183052772	183055525	0.000000	1.000000
chr1	183065664	183072085	0.000000	1.000000
chr1	183128349	183130457	0.227704	1.000000
chr1	183129373	183129853	1.000000	1.000000
chr1	183131473	183135656	0.860387	1.000000
chr1	183131685	183134094	1.000000	1.000000
chr1	183134234	183135424	1.000000	1.000000
chr1	183148812	183151379	1.000000	0.000000
chr1	183154584	183156034	1.000000	0.000000
chr1	183164036	183164358	1.000000	0.000000
chr1	183167215	183168319	1.000000	0.000000
chr1	183178951	183179148	1.000000	0.000000
chr1	183202957	183205228	0.702774	1.000000
chr1	183203206	183204802	1.000000	1.000000
chr1	183206685	183208168	1.000000	0.000000
chr1	183236874	183237247	1.000000	0.000000
chr1	183239473	183251980	0.238267	1.000000
chr1	183241159	183241498	1.000000	1.000000
chr1	183241681	183242560	1.000000	1.000000
chr1	183247716	183249478	1.000000	1.000000
chr1	183439462	183442677	0.705132	1.000000
chr1	183440038	183442305	1.000000	1.000000
chr1	183462164	183464954	0.000000	1.000000
chr1	183513054	183514855	0.000000	1.000000
chr1	183537217	183537451	1.000000	0.000000
chr1	183537680	183538365	1.000000	0.000000
chr1	183577158	183577542	1.000000	0.000000
chr1	183577798	183578488	1.000000	0.000000
chr1	183599723	183605315	0.606938	1.000000
chr1	183601680	183602862	1.000000	1.000000
chr1	183603103	183605726	1.000000	0.843309
chr1	183774151	183774940	1.000000	0.000000
chr1	183839259	183840436	1.000000	0.000000
chr1	183884934	183885198	1.000000	0.000000
chr1	183910661	183913416	0.197096	1.000000
chr1	183912383	183912926	1.000000	1.000000
chr1	184020003	184021822	0.603079	1.000000
chr1	184020381	184021478	1.000000	1.000000
chr1	184182283	184182537	1.000000	0.000000
chr1	184267656	184268590	1.000000	0.000000
chr1	184354985	184356958	0.678662	1.000000
chr1	184355568	184356907	1.000000	1.000000
chr1	184376275	184378716	0.000000	1.000000
chr1	184722898	184725350	0.578711	1.000000
chr1	184723149	184724109	1.000000	1.000000
chr1	184724370	184724829	1.000000	1.000000
chr1	184760848	184762844	1.000000	0.000000
chr1	184796827	184797054	1.000000	0.000000
chr1	184836563	184837134	1.000000	0.000000
chr1	184923072	184923975	1.000000	0.000000
chr1	184929204	184931094	0.000000	1.000000
chr1	184942438	184943793	1.000000	0.974170
chr1	184942473	184943910	0.918580	1.000000
chr1	184985959	184986479	1.000000	0.000000
chr1	185013967	185016178	0.652194	1.000000
chr1	185014192	185015634	1.000000	1.000000
chr1	185039551	185039758	1.000000	0.000000
chr1	185124509	185127579	0.663518	1.000000
chr1	185124955	185126992	1.000000	1.000000
chr1	185226447	185227441	0.274648	1.000000
chr1	185226575	185226848	1.000000	1.000000
chr1	185277359	185289860	0.142229	1.000000
chr1	185285231	185286437	1.000000	1.000000
chr1	185286590	185287162	1.000000	1.000000
chr1	185327375	185329806	0.000000	1.000000
chr1	185334717	185338123	0.000000	1.000000
chr1	185342638	185344583	1.000000	0.000000
chr1	185407030	185414335	0.000000	1.000000
chr1	185429703	185435126	0.000000	1.000000
chr1	185453044	185453328	1.000000	0.000000
chr1	185457240	185459319	0.000000	1.000000
chr1	185508217	185514257	0.000000	1.000000
chr1	185526329	185530343	0.000000	1.000000
chr1	185532969	185545383	0.000000	1.000000
chr1	185561543	185566454	0.000000	1.000000
chr1	185613469	185620072	0.193397	1.000000
chr1	185614928	185615506	1.000000	1.000000
chr1	185615662	185616361	1.000000	1.000000
chr1	185861686	185862890	0.000000	1.000000
chr1	185930207	185931052	0.000000	1.000000
chr1	186147562	186147862	1.000000	0.000000
chr1	186152704	186153367	1.000000	0.000000
chr1	186155618	186158709	1.000000	0.000000
chr1	186342906	186346396	0.701433	1.000000
chr1	186343616	186346064	1.000000	1.000000
chr1	186504625	186504915	1.000000	0.000000
chr1	186505161	186506017	1.000000	0.000000
chr1	186587806	186588238	1.000000	0.000000
chr1	186589505	186590017	1.000000	0.000000
chr1	186590421	186590639	1.000000	0.000000
chr1	186649119	186650614	1.000000	0.000000
chr1	186761362	186763377	1.000000	0.000000
chr1	186970440	186970777	1.000000	0.000000
chr1	187660064	187660611	1.000000	0.000000
chr1	187995885	187996850	1.000000	0.000000
chr1	187997174	187997476	1.000000	0.000000
chr1	188262871	188266437	0.000000	1.000000
chr1	188675458	188675996	1.000000	0.000000
chr1	189181436	189181906	1.000000	0.000000
chr1	189281029	189284293	0.000000	1.000000
chr1	191257031	191262828	0.000000	1.000000
chr1	191421630	191423662	0.000000	1.000000
chr1	192514248	192514555	1.000000	0.000000
chr1	192528952	192529165	1.000000	0.000000
chr1	192667372	192672561	0.000000	1.000000
chr1	192708050	192709434	0.000000	1.000000
chr1	192777273	192778697	0.448034	1.000000
chr1	192777357	192777995	1.000000	1.000000
chr1	192948177	192948429	1.000000	0.000000
chr1	192949051	192949494	1.000000	0.000000
chr1	193026426	193031186	0.512185	1.000000
chr1	193027518	193029956	1.000000	1.000000
chr1	193073142	193075826	0.651267	1.000000
chr1	193073319	193075067	1.000000	1.000000
chr1	193080414	193081952	0.000000	1.000000
chr1	193090211	193092662	0.606691	1.000000
chr1	193090605	193092092	1.000000	1.000000
chr1	193180926	193181296	1.000000	0.000000
chr1	193290636	193291488	1.000000	0.000000
chr1	193377898	193378513	1.000000	0.000000
chr1	193584251	193584749	1.000000	0.000000
chr1	196149730	196150121	1.000000	0.000000
chr1	196150657	196151332	1.000000	0.000000
chr1	196436033	196436369	1.000000	0.000000
chr1	197099731	197101256	0.000000	1.000000
chr1	197113631	197116992	0.166617	1.000000
chr1	197115188	197115748	1.000000	1.000000
chr1	197169453	197171609	0.737477	1.000000
chr1	197169761	197171351	1.000000	1.000000
chr1	197304491	197305113	0.000000	1.000000
chr1	197742976	197745724	0.781659	1.000000
chr1	197743487	197745635	1.000000	1.000000
chr1	197749408	197749680	1.000000	0.000000
chr1	197807629	197808061	1.000000	0.000000
chr1	197870870	197872746	0.493603	1.000000
chr1	197871179	197872105	1.000000	1.000000
chr1	197963297	197965924	0.000000	1.000000
chr1	198124292	198132881	0.313191	1.000000
chr1	198125550	198127258	1.000000	1.000000
chr1	198127863	198128845	1.000000	1.000000
chr1	198133794	198139688	0.000000	1.000000
chr1	198203707	198204122	1.000000	0.000000
chr1	198227186	198227685	1.000000	0.000000
chr1	198236693	198237145	1.000000	0.000000
chr1	198412831	198413215	1.000000	0.000000
chr1	198434220	198437455	0.000000	1.000000
chr1	198496884	198499902	0.000000	1.000000
chr1	198562931	198572869	0.000000	1.000000
chr1	198573062	198576174	0.000000	1.000000
chr1	198585809	198596129	0.199419	1.000000
chr1	198589459	198591517	1.000000	1.000000
chr1	198596742	198597697	0.000000	1.000000
chr1	198619298	198630417	0.000000	1.000000
chr1	198633155	198635540	0.000000	1.000000
chr1	198635796	198643510	0.000000	1.000000
chr1	198647326	198656502	0.125218	1.000000
chr1	198650825	198651974	1.000000	1.000000
chr1	198744848	198746812	1.000000	0.000000
chr1	198798817	198800401	0.364899	1.000000
chr1	198799030	198799608	1.000000	1.000000
chr1	198849755	198850371	1.000000	0.000000
chr1	198899415	198900066	1.000000	0.000000
chr1	198901335	198901746	1.000000	0.000000
chr1	198903618	198904728	1.000000	0.000000
chr1	198904896	198906555	1.000000	0.000000
chr1	199092305	199092666	1.000000	0.000000
chr1	199239564	199244507	0.306899	1.000000
chr1	199240805	199241859	1.000000	1.000000
chr1	199242127	199242590	1.000000	1.000000
chr1	199416496	199418926	0.000000	1.000000
chr1	199658128	199661954	0.084161	1.000000
chr1	199660378	199660700	1.000000	1.000000
chr1	199674266	199678892	0.000000	1.000000
chr1	199688447	199698207	0.000000	1.000000
chr1	199712018	199712245	1.000000	0.000000
chr1	199728141	199728779	1.000000	0.000000
chr1	199997613	199998962	0.000000	1.000000
chr1	200007941	200009645	0.000000	1.000000
chr1	200011140	200012621	0.000000	1.000000
chr1	200148728	200150228	0.000000	1.000000
chr1	200282587	200284384	0.000000	1.000000
chr1	200304869	200307259	0.000000	1.000000
chr1	200320925	200322247	1.000000	0.000000
chr1	200347650	200348610	0.395833	1.000000
chr1	200348138	200348518	1.000000	1.000000
chr1	200376554	200387167	0.259682	1.000000
chr1	200378285	200379547	1.000000	1.000000
chr1	200384531	200385043	1.000000	1.000000
chr1	200385321	200386303	1.000000	1.000000
chr1	200445438	200448856	0.000000	1.000000
chr1	200455405	200458041	0.000000	1.000000
chr1	200588919	200591474	0.221135	1.000000
chr1	200589458	200590023	1.000000	1.000000
chr1	200608572	200609278	1.000000	0.000000
chr1	200623228	200624414	1.000000	0.000000
chr1	200628112	200629281	1.000000	0.000000
chr1	200637353	200640642	0.611128	1.000000
chr1	200638056	200640066	1.000000	1.000000
chr1	200706960	200710264	0.706114	1.000000
chr1	200707263	200709596	1.000000	1.000000
chr1	200811701	200812019	1.000000	0.000000
chr1	200858981	200883819	0.099605	1.000000
chr1	200860143	200860641	1.000000	1.000000
chr1	200863946	200865146	1.000000	1.000000
chr1	200874393	200874851	1.000000	1.000000
chr1	200876498	200876816	1.000000	1.000000
chr1	200884855	200886852	0.000000	1.000000
chr1	200986108	200991274	0.106852	1.000000
chr1	200989447	200989999	1.000000	1.000000
chr1	200991711	200993675	0.171079	1.000000
chr1	200992291	200992627	1.000000	1.000000
chr1	201041709	201041989	1.000000	0.000000
chr1	201054349	201054617	1.000000	0.000000
chr1	201082944	201084127	0.793745	1.000000
chr1	201083188	201084508	1.000000	0.711364
chr1	201096231	201096480	1.000000	0.000000
chr1	201122293	201124448	0.366125	1.000000
chr1	201122873	201123662	1.000000	1.000000
chr1	201139914	201141858	0.363683	1.000000
chr1	201140130	201140837	1.000000	1.000000
chr1	201152906	201153691	1.000000	0.000000
chr1	201154285	201154994	1.000000	0.000000
chr1	201159877	201162520	1.000000	0.000000
chr1	201228514	201229606	1.000000	0.000000
chr1	201236107	201237171	1.000000	0.000000
chr1	201237383	201238014	1.000000	0.000000
chr1	201243871	201244470	1.000000	0.000000
chr1	201244742	201245002	1.000000	0.000000
chr1	201278252	201278623	1.000000	0.000000
chr1	201279604	201280088	1.000000	0.000000
chr1	201328014	201328583	1.000000	0.000000
chr1	201363872	201369463	0.154355	1.000000
chr1	201365779	201366176	1.000000	1.000000
chr1	201368356	201368822	1.000000	1.000000
chr1	201373180	201373540	0.000000	1.000000
chr1	201373653	201377674	0.000000	1.000000
chr1	201404508	201405078	1.000000	0.000000
chr1	201419911	201420225	1.000000	0.000000
chr1	201424852	201427255	1.000000	0.000000
chr1	201428566	201439315	0.582380	1.000000
chr1	201429165	201432463	1.000000	1.000000
chr1	201435893	201438855	1.000000	1.000000
chr1	201445422	201446194	1.000000	0.000000
chr1	201448856	201452276	0.345614	1.000000
chr1	201449372	201449588	1.000000	1.000000
chr1	201449951	201450550	1.000000	1.000000
chr1	201451120	201451487	1.000000	1.000000
chr1	201457886	201458367	1.000000	0.000000
chr1	201458606	201459332	1.000000	0.000000
chr1	201469563	201469909	1.000000	0.000000
chr1	201471846	201473436	1.000000	0.000000
chr1	201474260	201477216	0.770974	1.000000
chr1	201474405	201474614	1.000000	1.000000
chr1	201474779	201476849	1.000000	1.000000
chr1	201507702	201509476	1.000000	0.000000
chr1	201511144	201511383	1.000000	0.000000
chr1	201520956	201521625	1.000000	0.000000
chr1	201521881	201522272	1.000000	0.000000
chr1	201571828	201572027	1.000000	0.000000
chr1	201617553	201617976	1.000000	0.000000
chr1	201619152	201619675	1.000000	0.000000
chr1	201644930	201645630	1.000000	0.000000
chr1	201665086	201665590	1.000000	0.000000
chr1	201672981	201673402	1.000000	0.000000
chr1	201678497	201679340	1.000000	0.000000
chr1	201680254	201685336	1.000000	0.000000
chr1	201707962	201710313	1.000000	0.472140
chr1	201708452	201709562	1.000000	1.000000
chr1	201718085	201718294	1.000000	0.000000
chr1	201719366	201721040	1.000000	0.000000
chr1	201721180	201721911	1.000000	0.000000
chr1	201722999	201723646	1.000000	0.000000
chr1	201725338	201725849	1.000000	0.000000
chr1	201728953	201729485	1.000000	0.000000
chr1	201734673	201734975	1.000000	0.000000
chr1	201735618	201736017	1.000000	0.000000
chr1	201739068	201739727	1.000000	0.000000
chr1	201740005	201740327	1.000000	0.000000
chr1	201741040	201741323	1.000000	0.000000
chr1	201741500	201743857	1.000000	0.000000
chr1	201743993	201745205	1.000000	0.000000
chr1	201758635	201759910	1.000000	0.000000
chr1	201760048	201761772	1.000000	0.000000
chr1	201797714	201799430	0.755245	1.000000
chr1	201798134	201799449	1.000000	0.985551
chr1	201814256	201814568	1.000000	0.000000
chr1	201818584	201820361	1.000000	0.000000
chr1	201847152	201847768	0.000000	1.000000
chr1	201854144	201855620	0.000000	1.000000
chr1	201856958	201858966	0.390438	1.000000
chr1	201857732	201858516	1.000000	1.000000
chr1	201865194	201867641	0.000000	1.000000
chr1	201906640	201912288	0.000000	1.000000
chr1	201915068	201916297	0.000000	1.000000
chr1	201923451	201926656	0.450546	1.000000
chr1	201923869	201925313	1.000000	1.000000
chr1	201951215	201954693	0.290109	1.000000
chr1	201951760	201952769	1.000000	1.000000
chr1	201978477	201994324	0.131886	1.000000
chr1	201978922	201980578	1.000000	1.000000
chr1	201987457	201987891	1.000000	1.000000
chr1	202001139	202007533	0.034720	1.000000
chr1	202003632	202003854	1.000000	1.000000
chr1	202010616	202016424	0.000000	1.000000
chr1	202023864	202028306	0.084872	1.000000
chr1	202025922	202026299	1.000000	1.000000
chr1	202073610	202077833	0.000000	1.000000
chr1	202082161	202082509	1.000000	0.000000
chr1	202086493	202088589	0.000000	1.000000
chr1	202111877	202114653	0.576729	1.000000
chr1	202112738	202114339	1.000000	1.000000
chr1	202205136	202205674	1.000000	0.000000
chr1	202205777	202207037	0.000000	1.000000
chr1	202264963	202265364	1.000000	0.000000
chr1	202308994	202312261	0.096725	1.000000
chr1	202310710	202311026	1.000000	1.000000
chr1	202317299	202318686	0.351838	1.000000
chr1	202317795	202318283	1.000000	1.000000
chr1	202424890	202426108	0.000000	1.000000
chr1	202557650	202558413	1.000000	0.000000
chr1	202558716	202559140	1.000000	0.000000
chr1	202584827	202585490	1.000000	0.000000
chr1	202591848	202592947	0.000000	1.000000
chr1	202751811	202753540	0.000000	1.000000
chr1	202771361	202773285	0.000000	1.000000
chr1	202774811	202777790	0.673045	1.000000
chr1	202775728	202777733	1.000000	1.000000
chr1	202779255	202780796	0.564568	1.000000
chr1	202779663	202779875	1.000000	1.000000
chr1	202780044	202780702	1.000000	1.000000
chr1	202830031	202830649	0.000000	1.000000
chr1	202856967	202858896	0.570762	1.000000
chr1	202857434	202858535	1.000000	1.000000
chr1	202895070	202897555	0.540443	1.000000
chr1	202895668	202897011	1.000000	1.000000
chr1	202926200	202929757	0.238403	1.000000
chr1	202926671	202927519	1.000000	1.000000
chr1	202934418	202934684	1.000000	0.000000
chr1	202935428	202937533	0.348219	1.000000
chr1	202935984	202936385	1.000000	1.000000
chr1	202936848	202937180	1.000000	1.000000
chr1	202974618	202978007	0.415462	1.000000
chr1	202975779	202977187	1.000000	1.000000
chr1	202994905	202996455	0.490323	1.000000
chr1	202995641	202996401	1.000000	1.000000
chr1	203095193	203100180	0.124724	1.000000
chr1	203096695	203097317	1.000000	1.000000
chr1	203102511	203102715	1.000000	0.000000
chr1	203103450	203103804	1.000000	0.000000
chr1	203113711	203124141	0.337967	1.000000
chr1	203114397	203114603	1.000000	1.000000
chr1	203120758	203124077	1.000000	1.000000
chr1	203134925	203137310	0.000000	1.000000
chr1	203146577	203147269	1.000000	0.000000
chr1	203155410	203155788	1.000000	0.000000
chr1	203155953	203156430	1.000000	0.000000
chr1	203169048	203169241	1.000000	0.000000
chr1	203172067	203172250	1.000000	0.000000
chr1	203225631	203226632	0.000000	1.000000
chr1	203236463	203237216	0.505976	1.000000
chr1	203236627	203237008	1.000000	1.000000
chr1	203242154	203244091	0.000000	1.000000
chr1	203250969	203253437	0.000000	1.000000
chr1	203256420	203256606	1.000000	0.000000
chr1	203258314	203261151	0.000000	1.000000
chr1	203273350	203277558	0.587928	1.000000
chr1	203274040	203276514	1.000000	1.000000
chr1	203295809	203298723	0.181194	1.000000
chr1	203296719	203297247	1.000000	1.000000
chr1	203432551	203433053	1.000000	0.000000
chr1	203456344	203456803	1.000000	0.971678
chr1	203456357	203457595	0.653473	1.000000
chr1	203457114	203457477	1.000000	1.000000
chr1	203480250	203484388	0.712180	1.000000
chr1	203481056	203484003	1.000000	1.000000
chr1	203489291	203489562	1.000000	0.000000
chr1	203503464	203503657	1.000000	0.000000
chr1	203503973	203504301	1.000000	0.000000
chr1	203505393	203506135	1.000000	0.000000
chr1	203518343	203529865	0.310276	1.000000
chr1	203524824	203525896	1.000000	1.000000
chr1	203526368	203527454	1.000000	1.000000
chr1	203527829	203529246	1.000000	1.000000
chr1	203538280	203540018	1.000000	0.000000
chr1	203560849	203562729	0.271809	1.000000
